rank,name,repository_url,bucket,science_score,project_score,total_citations,category,sub_category,language,owner_login,owner_name,owner_kind,owner_company,owner_website,ecosystems,package_names,monthly_downloads,dependent_repos,dependent_packages,registry_maintainers,stars,archived,days_since_release,days_since_commit,days_since_push,total_committers,past_year_commits,past_year_committers,dds,past_year_dds,issue_maintainers_count,active_maintainers_count,active_maintainers,past_year_issues,past_year_prs,past_year_issues_closed,past_year_prs_merged,advisories,unpatched_advisories,signals,science_html_url
1588,VIEWpoly,https://github.com/mmollina/viewpoly,dormant,93.0,9.290629203204986,0,Scientific Software,Peer-reviewed,R,mmollina,Marcelo Mollinari,user,North Carolina State University,,cran,viewpoly,257,0,0,1,7,0,854,,290,6,1,1,0.08239700374531833,0.0,2,1,Cristianetaniguti,1,2,0,1,0,0,push:290d release:854d commits:1 active_maint:1 closed:2 merged:1,https://science.ecosyste.ms/projects/1493
1590,ShOpt.jl,https://github.com/edwardberman/shopt,dormant,98.0,4.276666119016055,0,Scientific Software,Peer-reviewed,Julia,EdwardBerman,Edward Berman,user,McCleary's Group / COSMOS Web,https://linktr.ee/bermanEdward,,,0,,,,25,0,,,646,3,0,0,0.017391304347826098,0.0,2,0,"",0,1,0,1,0,0,push:646d commits:0 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/551
1591,EWDM,https://github.com/dspelaez/extended-wdm,dormant,98.0,4.276666119016055,0,Scientific Software,Peer-reviewed,Jupyter Notebook,dspelaez,Daniel Peláez Zapata,user,UCD/ENS,dspelaez.github.io,,,0,,,,17,0,,,34,7,7,1,0.5581395348837209,0.0,0,0,"",0,5,0,5,0,0,push:34d commits:7 active_maint:0 closed:5 merged:5,https://science.ecosyste.ms/projects/185
1598,The SAGE Rejected Article Tracker,https://github.com/sagepublishing/rejected_article_tracker_pkg,dead,95.0,7.234177179749849,0,Scientific Software,Peer-reviewed,Python,sagepublishing,SAGE Publishing,organization,,,pypi,rejected-article-tracker,31,1,0,1,14,1,1563,,1563,3,0,0,0.27108433734939763,0.0,1,0,"",0,0,0,0,0,0,archived push:1563d release:1563d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1815
1600,RobotDART,https://github.com/nosalro/robot_dart,dormant,95.0,7.229838778151251,0,Scientific Software,Peer-reviewed,C++,NOSALRO,NOSALRO,organization,,https://nosalro.github.io/,,,0,,,,58,0,,,502,20,0,0,0.30132939438700146,0.0,4,0,"",1,7,0,3,0,0,push:502d commits:0 active_maint:0 closed:3 merged:3,https://science.ecosyste.ms/projects/431
1601,UWGeodynamics,https://github.com/underworldcode/uwgeodynamics,dead,95.0,7.226936018493289,0,Scientific Software,Peer-reviewed,Python,underworldcode,Underworld geodynamics software platform and tools,organization,,http://www.underworldcode.org,,,0,,,,86,1,,,1529,16,0,0,0.49478390461997024,0.0,2,0,"",0,0,0,0,0,0,archived push:1529d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2603
1602,PyKronecker,https://github.com/nickelnine37/pykronecker,dead,93.0,9.221873607789854,0,Scientific Software,Peer-reviewed,Python,nickelnine37,,user,,,pypi,pykronecker,279,1,0,1,18,0,1119,,859,2,0,0,0.04109589041095896,0.0,1,0,"",1,0,0,0,0,0,push:859d release:1119d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1258
1608,PFEIFER,https://github.com/sciinstitute/pfeifer,dormant,98.0,4.1588830833596715,0,Scientific Software,Peer-reviewed,MATLAB,SCIInstitute,The Scientific Computing and Imaging Institute,organization,,www.sci.utah.edu,,,0,,,,3,0,,,527,8,0,0,0.417910447761194,0.0,1,0,"",0,2,0,2,0,0,push:527d commits:0 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/2925
1611,Aletheia,https://github.com/daniellerch/aletheia,dormant,95.0,7.1444071803211395,0,Scientific Software,Peer-reviewed,Python,daniellerch,"Daniel Lerch, PhD",user,,http://www.daniellerch.me,,,0,,,,211,0,,,2,7,11,1,0.05095541401273884,0.0,0,0,"",5,2,3,0,0,0,push:2d commits:11 active_maint:0 closed:4 merged:0,https://science.ecosyste.ms/projects/865
1615,PySPI,https://github.com/bjoernbiltzinger/pyspi,dead,95.0,7.138866999945524,0,Scientific Software,Peer-reviewed,Python,BjoernBiltzinger,Björn Biltzinger,user,,,pypi,py-spi,34,0,0,1,10,0,1591,,329,4,0,0,0.19655172413793098,0.0,3,0,"",0,1,0,0,0,0,push:329d release:1591d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1557
1620,Instrbuilder,https://github.com/lucask07/instrbuilder,dormant,95.0,7.103322062526112,0,Scientific Software,Peer-reviewed,Python,lucask07,Lucas Koerner,user,,,pypi,instrbuilder,14,1,0,1,9,0,1684,,43,5,4,1,0.07772020725388606,0.0,1,0,"",0,2,0,2,0,0,push:43d release:1684d commits:4 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/2598
1621,rfasst,https://github.com/jgcri/rfasst,dormant,98.0,4.0943445622221,0,Scientific Software,Peer-reviewed,R,JGCRI,Joint Global Change Research Institute,organization,,https://www.pnnl.gov/projects/jgcri,,,0,,,,10,0,,,1287,5,0,0,0.2848484848484848,0.0,1,0,"",2,1,0,0,0,0,push:1287d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1622
1622,Qlunc,https://github.com/swe-unistuttgart/qlunc,dormant,98.0,4.094344562222101,0,Scientific Software,Peer-reviewed,Jupyter Notebook,SWE-UniStuttgart,Stuttgart Wind Energy (SWE) - Uni Stuttgart,organization,,https://www.ifb.uni-stuttgart.de/en/research/windenergy/,,,0,,,,10,0,,,269,6,0,0,0.05319148936170215,0.0,1,0,"",0,6,0,6,0,0,push:269d commits:0 active_maint:0 closed:6 merged:6,https://science.ecosyste.ms/projects/1708
1623,PyFPT,https://github.com/jacks0nj/pyfpt,dormant,95.0,7.090076835776092,0,Scientific Software,Peer-reviewed,Python,Jacks0nJ,Joe Jackson,user,University of Portsmouth,,pypi,pyfpt,15,0,0,1,10,0,1366,,666,5,0,0,0.0490196078431373,0.0,1,1,Jacks0nJ,0,1,0,1,0,0,push:666d release:1366d commits:0 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/1276
1625,serp,https://github.com/ejikeugba/serp,dead,93.0,9.078864009187797,0,Scientific Software,Peer-reviewed,R,ejikeugba,Ejike,user,"Helmut Schmidt University, Hamburg",https://ejikeugba.github.io/DataXotic/,cran,serp,2187,1,3,1,1,0,612,,612,2,0,0,0.025316455696202556,0.0,1,0,"",1,0,0,0,0,0,push:612d release:612d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1711
1626,RCzechia,https://github.com/jlacko/rczechia,dormant,98.0,4.060443010546419,0,Scientific Software,Peer-reviewed,R,jlacko,Jindra Lacko,user,,www.jla-data.net,,,0,,,,34,0,,,11,2,8,1,0.0022988505747126853,0.0,1,1,jlacko,1,9,1,7,0,0,push:11d commits:8 active_maint:1 closed:8 merged:7,https://science.ecosyste.ms/projects/1225
1629,"STReNGTHS, a Python package to model and simulate complex reaction-diffusion systems",https://github.com/thibaultfillion/strengths,dormant,93.0,9.03025631012242,0,Scientific Software,Peer-reviewed,Python,ThibaultFillion,,user,,,pypi,strengths,694,1,0,1,6,0,424,,269,2,0,0,0.01098901098901095,0.0,1,0,"",0,6,0,4,0,0,push:269d release:424d commits:0 active_maint:0 closed:6 merged:4,https://science.ecosyste.ms/projects/690
1630,PyView,https://github.com/galizia-lab/pyview,dormant,98.0,4.025351690735149,0,Scientific Software,Peer-reviewed,Jupyter Notebook,galizia-lab,Galizia Lab,organization,,http://neuro.uni-konstanz.de/,,,0,,,,6,0,,,62,4,0,0,0.4769230769230769,0.0,0,0,"",5,11,2,7,0,0,push:62d commits:0 active_maint:0 closed:10 merged:7,https://science.ecosyste.ms/projects/1234
1631,Tyssue,https://github.com/damcb/tyssue,dormant,95.0,7.0085051820822795,0,Scientific Software,Peer-reviewed,Python,DamCB,Data Analysis and Modelling in Computational Biology ,organization,,http://morphogenie.fr,conda,tyssue,0,1,0,0,68,0,1890,,176,14,2,1,0.23815165876777256,0.0,2,1,glyg,0,4,0,0,0,0,push:176d release:1890d commits:2 active_maint:1 closed:3 merged:0,https://science.ecosyste.ms/projects/1867
1634,Thing Directory,https://github.com/linksmart/thing-directory,dead,95.0,6.984716320118266,0,Scientific Software,Peer-reviewed,Go,linksmart,LinkSmart.eu,organization,,https://linksmart.eu,go,github.com/linksmart/thing-directory,0,0,4,0,21,1,1959,,1478,10,0,0,0.41880341880341876,0.0,3,0,"",0,0,0,0,0,0,archived push:1478d release:1959d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1924
1638,mcbette,https://github.com/ropensci/mcbette,dormant,93.0,8.954156966583772,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,mcbette,206,1,1,1,7,0,710,,274,3,1,1,0.01810584958217265,0.0,3,0,"",0,1,0,1,0,0,push:274d release:710d commits:1 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/2077
1642,pygen-structures,https://github.com/thesketh/pygen-structures,dormant,95.0,6.927557906278317,0,Scientific Software,Peer-reviewed,Python,thesketh,Travis Hesketh,user,,,pypi,pygen-structures,15,1,0,1,10,0,2283,,84,4,1,1,0.5,0.0,2,1,avanteijlingen,0,1,0,1,0,0,push:84d release:2283d commits:1 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/2256
1643,TimeSeriesClustering,https://github.com/holgerteichgraeber/timeseriesclustering.jl,dormant,95.0,6.917705609835306,0,Scientific Software,Peer-reviewed,Julia,holgerteichgraeber,Holger Teichgraeber,user,Stanford University,www.hteich.com,julia,TimeSeriesClustering,0,0,1,0,85,0,2515,,156,10,0,0,0.44594594594594594,0.0,2,1,holgerteichgraeber,1,1,0,0,0,0,push:156d release:2515d commits:0 active_maint:1 closed:0 merged:0,https://science.ecosyste.ms/projects/2459
1645,GFAKluge,https://github.com/edawson/gfakluge,dead,95.0,6.90875477931522,0,Scientific Software,Peer-reviewed,C++,edawson,Eric T. Dawson,user,@nvidia,www.erictdawson.com,,,0,,,,56,0,,,1535,13,0,0,0.10857142857142854,0.0,1,0,"",1,0,0,0,0,0,push:1535d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2676
1646,Synthia,https://github.com/dmey/synthia,dead,93.0,8.90815361332152,0,Scientific Software,Peer-reviewed,Python,dmey,,user,,,pypi,synthia,24,2,1,1,69,0,1793,,1036,4,0,0,0.11864406779661019,0.0,3,0,"",1,0,0,0,0,0,push:1036d release:1793d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1756
1648,openaerostruct,https://github.com/mdolab/openaerostruct,dormant,85.0,16.905043326867716,0,,,Python,mdolab,MDO Lab,organization,,mdolab.engin.umich.edu,"go,pypi","github.com/mdolab/openaerostruct,github.com/mdolab/OpenAeroStruct,openaerostruct",2980,0,2,1,266,0,399,,297,32,5,2,0.45360110803324105,0.19999999999999996,5,0,"",4,30,1,20,0,0,push:297d release:399d commits:5 active_maint:0 closed:24 merged:20,https://science.ecosyste.ms/projects/3467
1653,PASCal Python,https://github.com/mjcliffe/pascal,dormant,98.0,3.8918202981106265,0,Scientific Software,Peer-reviewed,Python,MJCliffe,Matt Cliffe,user,,,,,0,,,,3,0,,,105,7,6,1,0.3829787234042553,0.0,2,1,ml-evs,2,1,0,1,0,0,push:105d commits:6 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/944
1654,Systole,https://github.com/embodied-computation-group/systole,dormant,95.0,6.887552571664618,0,Scientific Software,Peer-reviewed,Python,embodied-computation-group,Embodied Computation group,organization,,https://the-ecg.org/,,,0,,,,89,0,,,448,10,0,0,0.07003891050583655,0.0,1,0,"",5,0,1,0,0,0,push:448d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1645
1655,meshio,https://github.com/nschloe/meshio,dormant,77.0,24.879853872603963,0,,,Python,nschloe,Nico Schlömer,user,Monday Tech,,"pypi,go,conda,spack","meshio,github.com/nschloe/meshio,py-meshio",262169,283,113,1,2300,0,911,,737,67,0,0,0.3373626373626374,0.0,1,0,"",8,5,0,0,0,0,push:737d release:911d commits:0 active_maint:0 closed:2 merged:0,https://science.ecosyste.ms/projects/5870
1657,disksurf,https://github.com/richteague/disksurf,dormant,95.0,6.866933284461882,0,Scientific Software,Peer-reviewed,Python,richteague,Rich Teague,user,Massachusetts Institute of Technology,https://richteague.github.io,pypi,disksurf,14,1,0,1,10,0,696,,696,5,1,1,0.18656716417910446,0.0,1,0,"",0,0,0,0,0,0,push:696d release:696d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1694
1665,xrdfit,https://github.com/lightform-group/xrdfit,dead,95.0,6.822197390620491,0,Scientific Software,Peer-reviewed,Jupyter Notebook,LightForm-group,LightForm,organization,,lightform.org.uk,pypi,xrdfit,32,1,0,1,9,0,1171,,1171,3,0,0,0.09589041095890416,0.0,2,0,"",1,0,0,0,0,0,push:1171d release:1171d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2144
1668,OpenDrop,https://github.com/jdber1/opendrop,dormant,95.0,6.779921907472252,0,Scientific Software,Peer-reviewed,Python,jdber1,,user,,,,,0,,,,48,0,,,169,16,0,0,0.16320166320166318,0.0,5,0,"",7,9,0,0,0,0,push:169d commits:0 active_maint:0 closed:3 merged:0,https://science.ecosyste.ms/projects/1973
1673,bistablehistory,https://github.com/alexander-pastukhov/bistablehistory,dormant,95.0,6.754604099487962,0,Scientific Software,Peer-reviewed,C++,alexander-pastukhov,Alexander (Sasha) Pastukhov,user,Otto-Friedrich-Universität Bamberg,https://alexander-pastukhov.github.io/,cran,bistablehistory,285,0,0,1,0,0,1051,,141,3,4,1,0.022058823529411797,0.0,0,0,"",2,0,1,0,0,0,push:141d release:1051d commits:4 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1597
1674,svFSI,https://github.com/simvascular/svfsi,dead,95.0,6.747586526829316,0,Scientific Software,Peer-reviewed,Fortran,SimVascular,SimVascular,organization,,,,,0,,,,48,0,,,1016,12,0,0,0.2315789473684211,0.0,3,0,"",2,0,0,0,0,0,push:1016d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1379
1675,SyntheticEddyMethod.jl,https://github.com/carlodev/syntheticeddymethod.jl,dormant,98.0,3.737669618283368,0,Scientific Software,Peer-reviewed,Julia,carlodev,,user,,,julia,SyntheticEddyMethod,0,0,0,0,5,0,575,,556,3,0,0,0.02487562189054726,0.0,1,0,"",1,0,1,0,0,0,push:556d release:575d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1057
1677,modeLLtest,https://github.com/shanascogin/modelltest,dormant,93.0,8.734560089952993,0,Scientific Software,Peer-reviewed,R,ShanaScogin,Shana Scogin,user,University of Notre Dame,https://shanascogin.com/,cran,modeLLtest,238,0,0,1,9,0,1547,,291,2,3,1,0.003937007874015741,0.0,1,1,ShanaScogin,1,0,1,0,0,0,push:291d release:1547d commits:3 active_maint:1 closed:1 merged:0,https://science.ecosyste.ms/projects/2465
1681,Mayawaves,https://github.com/mayawaves/mayawaves,dormant,95.0,6.71901315438526,0,Scientific Software,Peer-reviewed,Python,MayaWaves,MayaWaves,organization,,,pypi,mayawaves,22,0,0,1,13,0,826,,224,4,3,2,0.1875,0.33333333333333337,0,0,"",0,13,0,10,0,0,push:224d release:826d commits:3 active_maint:0 closed:10 merged:10,https://science.ecosyste.ms/projects/638
1682,phyphy,https://github.com/sjspielman/phyphy,dead,95.0,6.70808408385307,0,Scientific Software,Peer-reviewed,Python,sjspielman,Stephanie,user,@AlexsLemonade ,https://sjspielman.github.io,pypi,phyphy,11,1,0,1,21,1,2816,,1696,3,0,0,0.20353982300884954,0.0,1,0,"",0,0,0,0,0,0,archived push:1696d release:2816d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2931
1685,MarSwitching.jl,https://github.com/m-dadej/marswitching.jl,dead,98.0,3.6888794541139363,0,Scientific Software,Peer-reviewed,Julia,m-dadej,Mateusz Dadej,user,University of Brescia,,julia,MarSwitching,0,0,0,0,43,0,789,,728,1,0,0,0.0,0.0,1,0,"",1,0,0,0,0,0,push:728d release:789d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/639
1686,DetectorChecker,https://github.com/alan-turing-institute/detectorchecker,dead,98.0,3.688879454113936,0,Scientific Software,Peer-reviewed,HTML,alan-turing-institute,The Alan Turing Institute,organization,,https://turing.ac.uk,,,0,,,,0,1,,,499,8,0,0,0.5857988165680473,0.0,3,0,"",0,0,0,0,0,0,archived push:499d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2016
1687,BioProv - A provenance library for bioinformatics workflows,https://github.com/vinisalazar/bioprov,dead,93.0,8.688790784847216,0,Scientific Software,Peer-reviewed,Python,vinisalazar,Vini Salazar,user,,,pypi,bioprov,210,1,0,1,14,1,1745,,58,2,1,1,0.06539509536784738,0.0,1,0,"",0,0,0,0,0,0,archived push:58d release:1745d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1699
1689,gym-saturation,https://github.com/inpefess/gym-saturation,dead,93.0,8.68270762989381,0,Scientific Software,Peer-reviewed,TeX,inpefess,Boris Shminke,user,Expleo,https://boris.shminke.com,"pypi,conda",gym-saturation,116,1,0,1,24,1,411,,217,2,9,1,0.2332317073170732,0.0,1,1,inpefess,0,14,0,12,0,0,archived push:217d release:411d commits:9 active_maint:1 closed:12 merged:12,https://science.ecosyste.ms/projects/1592
1690,CarrierCapture.jl,https://github.com/wmd-group/carriercapture.jl,dormant,95.0,6.682108597449808,0,Scientific Software,Peer-reviewed,Jupyter Notebook,WMD-group,Materials Design Group,organization,,https://wmd-group.github.io,,,0,,,,58,0,,,98,14,5,1,0.6753246753246753,0.0,2,0,"",1,1,1,0,0,0,push:98d commits:5 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2278
1697,Lightshow,https://github.com/ai-multimodal/lightshow,dormant,95.0,6.643789733147672,0,Scientific Software,Peer-reviewed,Python,AI-multimodal,AI-multimodal,organization,,,,,0,,,,17,0,,,185,24,0,0,0.5031210986267166,0.0,5,1,xhqu1981,0,14,0,2,0,0,push:185d commits:0 active_maint:1 closed:7 merged:2,https://science.ecosyste.ms/projects/1051
1699,PYCV,https://github.com/giorginolab/plumed2-pycv,dead,95.0,6.628041376179533,0,Scientific Software,Peer-reviewed,C++,giorginolab,Giorgino Laboratory,organization,,www.giorginolab.it,,,0,,,,9,1,,,197,84,0,0,0.531236104935527,0.0,0,0,"",2,0,1,0,0,0,archived push:197d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2426
1705,BART-Survival,https://github.com/cdcgov/bart-survival,dead,93.0,8.584103896698865,0,Scientific Software,Peer-reviewed,Jupyter Notebook,CDCgov,Centers for Disease Control and Prevention,organization,,http://open.cdc.gov/,pypi,bart-survival,197,0,0,1,9,0,757,,24,3,0,0,0.06870229007633588,0.0,1,0,"",0,3,0,0,0,0,push:24d release:757d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/306
1707,NuclearToolkit.jl,https://github.com/sotayoshida/nucleartoolkit.jl,dormant,95.0,6.579251212010101,0,Scientific Software,Peer-reviewed,Julia,SotaYoshida,,user,Utsunomiya University,https://sites.google.com/view/syoshidant,julia,NuclearToolkit,0,0,0,0,36,0,424,,9,4,3,2,0.04914529914529919,0.33333333333333337,1,1,SotaYoshida,1,3,0,1,0,0,push:9d release:424d commits:3 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/1328
1715,Gillespie.jl: Stochastic Simulation Algorithm in Julia,https://github.com/sdwfrost/gillespie.jl,dormant,95.0,6.551080335043405,0,,,Jupyter Notebook,sdwfrost,Simon Frost,user,Microsoft,http://microsoft.com/premonition,,,0,,,,67,0,,,156,10,2,1,0.15517241379310343,0.0,1,0,"",1,0,1,0,0,0,push:156d commits:2 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/374064
1723,surtvep,https://github.com/um-kevinhe/surtvep,dormant,95.0,6.51025834052315,0,Scientific Software,Peer-reviewed,C++,UM-KevinHe,UM-KevinHe,organization,,,cran,surtvep,167,0,0,1,1,0,1017,,233,4,1,1,0.3259668508287292,0.0,1,0,"",0,0,0,0,0,0,push:233d release:1017d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/621
1724,A Fast Iterative Method Python package,https://github.com/thomgrand/fim-python,dead,93.0,8.507142855562735,0,Scientific Software,Peer-reviewed,Python,thomgrand,Thomas G.,user,,,pypi,fim-python,223,1,0,1,13,0,836,,836,2,0,0,0.038461538461538436,0.0,2,0,"",1,0,0,0,0,0,push:836d release:836d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1713
1727,QuantNBody,https://github.com/syalouz/quantnbody,dormant,93.0,8.468002947225466,0,Scientific Software,Peer-reviewed,Jupyter Notebook,SYalouz,Saad Yalouz,user,,https://www.saad-yalouz.com/,pypi,quantnbody,31,1,0,2,15,0,1358,,142,10,2,2,0.31443298969072164,0.5,2,1,grouaut,0,4,0,2,0,0,push:142d release:1358d commits:2 active_maint:1 closed:2 merged:2,https://science.ecosyste.ms/projects/1303
1728,JeFaPaTo - A joint toolbox for blinking analysis and facial features extraction,https://github.com/cvjena/jefapato,dormant,98.0,3.465735902799726,0,Scientific Software,Peer-reviewed,Python,cvjena,Computer Vision Group Jena,organization,,https://www.inf-cv.uni-jena.de/,,,0,,,,8,0,,,108,4,2,1,0.018320610687022953,0.0,1,0,"",1,0,0,0,0,0,push:108d commits:2 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/717
1732,lhorizon,https://github.com/millionconcepts/lhorizon,dormant,95.0,6.416732282512326,0,Scientific Software,Peer-reviewed,Python,MillionConcepts,Million Concepts,organization,,www.millionconcepts.com,"conda,pypi",lhorizon,15,1,0,1,6,0,535,,263,6,2,1,0.07222222222222219,0.0,0,0,"",0,0,0,0,0,0,push:263d release:535d commits:2 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1767
1738,flory,https://github.com/qiangyicheng/flory,dormant,95.0,6.396929655216146,0,Scientific Software,Peer-reviewed,Python,qiangyicheng,Yicheng QIang (强 宜澄),user,,,pypi,flory,24,0,0,1,11,0,534,,55,2,4,1,0.16153846153846152,0.0,2,1,david-zwicker,0,4,0,3,0,0,push:55d release:534d commits:4 active_maint:1 closed:3 merged:3,https://science.ecosyste.ms/projects/260
1739,D3mirt,https://github.com/forsbergpyschometrics/d3mirt,dormant,93.0,8.391629968440892,0,Scientific Software,Peer-reviewed,R,ForsbergPyschometrics,Erik Forsberg,user,Stockholm University,,cran,D3mirt,244,0,0,1,2,0,768,,523,3,8,2,0.22251655629139078,0.125,1,1,ForsbergPsychometrics,1,0,1,0,0,0,push:523d release:768d commits:8 active_maint:1 closed:1 merged:0,https://science.ecosyste.ms/projects/598
1741,aweSOM,https://github.com/tvh0021/awesom,dormant,100.0,1.3862943611198906,0,Scientific Software,Peer-reviewed,Python,tvh0021,Trung Ha,user,,,,,0,,,,5,0,,,482,1,0,0,0.0,0.0,0,0,"",4,0,3,0,0,0,push:482d commits:0 active_maint:0 closed:3 merged:0,https://science.ecosyste.ms/projects/224
1744,xpecgen,https://github.com/dih5/xpecgen,dormant,93.0,8.38022733634308,0,Scientific Software,Peer-reviewed,Python,Dih5,Guillermo Hernández,user,Universidad de Salamanca,,pypi,xpecgen,108,0,0,1,18,0,3123,,39,3,3,2,0.02400000000000002,0.33333333333333337,1,0,"",0,1,0,1,0,0,push:39d release:3123d commits:3 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/3092
1745,4DModeller,https://github.com/4dmodeller/fdmr,dormant,95.0,6.376726947898627,0,Scientific Software,Peer-reviewed,R,4DModeller,4DModeller,organization,,,,,0,,,,18,0,,,526,14,0,0,0.3413848631239935,0.0,1,0,"",6,17,6,16,0,0,push:526d commits:0 active_maint:0 closed:22 merged:16,https://science.ecosyste.ms/projects/279
1746,scikit-hubness,https://github.com/varir/scikit-hubness,dead,93.0,8.371010681238156,0,Scientific Software,Peer-reviewed,Python,VarIr,Roman Feldbauer,user,@ProxygenTx,https://www.feldbauer.cc,pypi,scikit-hubness,33,2,0,1,46,0,2389,,790,2,0,0,0.0036363636363636598,0.0,1,0,"",1,0,0,0,0,0,push:790d release:2389d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2331
1749,QMix,https://github.com/garrettj403/qmix,dormant,95.0,6.349138991379798,0,Scientific Software,Peer-reviewed,Python,garrettj403,John Garrett,user,,,pypi,qmix,24,1,0,1,10,0,2212,,6,2,8,1,0.11726384364820852,0.0,0,0,"",1,0,1,0,0,0,push:6d release:2212d commits:8 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2625
1750,Eir,https://github.com/mjacob1002/eir,dormant,93.0,8.34283980427146,0,Scientific Software,Peer-reviewed,Python,mjacob1002,Mathew Jacob,user,,,pypi,eir,28,1,0,1,38,0,1875,,537,4,0,0,0.03581267217630857,0.0,1,0,"",0,2,0,2,0,0,push:537d release:1875d commits:0 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/1862
1751,Thresholdmann,https://github.com/neuroanatomy/thresholdmann,dormant,98.0,3.332204510175204,0,Scientific Software,Peer-reviewed,JavaScript,neuroanatomy,Neuroanatomy,organization,,http://neuroanatomy.github.io,,,0,,,,4,0,,,184,4,1,1,0.4504504504504504,0.0,3,0,"",0,0,0,0,0,0,push:184d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/718
1754,PRDA,https://github.com/claudiozandonella/prda,dormant,93.0,8.306472160100585,0,Scientific Software,Peer-reviewed,R,ClaudioZandonella,Claudio Zandonella Callegher,user,Eurac Research Institute for Renewable Energy,https://claudiozandonella.netlify.app/,cran,PRDA,224,0,0,1,6,0,2060,,269,3,4,1,0.11032028469750887,0.0,1,0,"",0,0,0,0,0,0,push:269d release:2060d commits:4 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1975
1755,aesop,https://github.com/bmorris3/aesop,dead,95.0,6.29156913955832,0,Scientific Software,Peer-reviewed,Jupyter Notebook,bmorris3,Brett M. Morris,user,@SpaceTelescope,http://brettmorr.is,pypi,aesop-arces,17,0,0,1,3,0,489,,489,3,0,0,0.1630434782608695,0.0,2,0,"",1,1,0,0,0,0,push:489d release:489d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2787
1760,ViMag,https://github.com/rlado/vimag,dead,98.0,3.258096538021482,0,Scientific Software,Peer-reviewed,JavaScript,RLado,Ricard Lado,user,Universitat Ramon Llull (IQS School of Engineering),lado.one,,,0,,,,20,0,,,552,2,0,0,0.16279069767441856,0.0,1,0,"",2,0,0,0,0,0,push:552d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1049
1766,Minerva,https://github.com/labsyspharm/minerva-story,dead,95.0,6.236369590203704,0,Scientific Software,Peer-reviewed,HTML,labsyspharm,Laboratory of Systems Pharmacology @ Harvard,organization,,https://labsyspharm.org/,,,0,,,,58,0,,,813,7,0,0,0.032786885245901676,0.0,3,0,"",1,0,0,0,0,0,push:813d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2094
